15, 15.000000, 1702545832
21, 17.000000, 1702545832
37, 18.000000, 1702545832
49, 19.000000, 1702545832
112, 20.000000, 1702545832
129, 23.000000, 1702545832
132, 24.000000, 1702545832
142, 25.000000, 1702545832
15, 14.892702, 1702545862
21, 17.207450, 1702545862
37, 18.131722, 1702545862
49, 19.214260, 1702545862
112, 19.933000, 1702545862
129, 22.843848, 1702545862
132, 23.790797, 1702545862
142, 24.851096, 1702545862
15, 14.819147, 1702545892
21, 17.179310, 1702545892
37, 18.203354, 1702545892
49, 19.166707, 1702545892
112, 20.051531, 1702545892
129, 22.679578, 1702545892
132, 23.733194, 1702545892
142, 25.040032, 1702545892
15, 14.885715, 1702545922
21, 17.157104, 1702545922
37, 17.992960, 1702545922
49, 19.336414, 1702545922
112, 20.020940, 1702545922
129, 22.617689, 1702545922
132, 23.723659, 1702545922
142, 25.061534, 1702545922
15, 14.985676, 1702545952
21, 17.035972, 1702545952
37, 17.907530, 1702545952
49, 19.128349, 1702545952
112, 19.835446, 1702545952
129, 22.458579, 1702545952
132, 23.547754, 1702545952
142, 25.020040, 1702545952
15, 15.164813, 1702545982
21, 17.275794, 1702545982
37, 17.803267, 1702545982
49, 19.092734, 1702545982
112, 19.721976, 1702545982
129, 22.307665, 1702545982
132, 23.768764, 1702545982
142, 25.064845, 1702545982
15, 15.276405, 1702546012
21, 17.492116, 1702546012
37, 17.674754, 1702546012
49, 19.181022, 1702546012
112, 19.559172, 1702546012
129, 22.356008, 1702546012
132, 23.779793, 1702546012
142, 25.213942, 1702546012
15, 15.226742, 1702546042
21, 17.530213, 1702546042
37, 17.817982, 1702546042
49, 19.372126, 1702546042
112, 19.641715, 1702546042
129, 22.470934, 1702546042
132, 23.826207, 1702546042
142, 25.182630, 1702546042
15, 15.155249, 1702546072
21, 17.308867, 1702546072
37, 17.961994, 1702546072
49, 19.474710, 1702546072
112, 19.736494, 1702546072
129, 22.609474, 1702546072
132, 24.036083, 1702546072
142, 25.356132, 1702546072
15, 14.946496, 1702546102
21, 17.071465, 1702546102
37, 18.080236, 1702546102
49, 19.239524, 1702546102
112, 19.542908, 1702546102
129, 22.561213, 1702546102
132, 24.155367, 1702546102
142, 25.494977, 1702546102
15, 14.737905, 1702546132
21, 17.041230, 1702546132
37, 17.963899, 1702546132
49, 19.365445, 1702546132
112, 19.337716, 1702546132
129, 22.537066, 1702546132
132, 24.349772, 1702546132
142, 25.653266, 1702546132
15, 14.770038, 1702546162
21, 16.985643, 1702546162
37, 17.993623, 1702546162
49, 19.319853, 1702546162
112, 19.208620, 1702546162
129, 22.537104, 1702546162
132, 24.185301, 1702546162
142, 25.638810, 1702546162
15, 14.729043, 1702546192
21, 16.992824, 1702546192
37, 18.211034, 1702546192
49, 19.383704, 1702546192
112, 19.313174, 1702546192
129, 22.644599, 1702546192
132, 24.311689, 1702546192
142, 25.666200, 1702546192
15, 14.856250, 1702546222
21, 16.990579, 1702546222
37, 18.095865, 1702546222
49, 19.239904, 1702546222
112, 19.493840, 1702546222
129, 22.795409, 1702546222
132, 24.526235, 1702546222
142, 25.664657, 1702546222
15, 14.751274, 1702546252
21, 16.837531, 1702546252
37, 18.225975, 1702546252
49, 19.015863, 1702546252
112, 19.289234, 1702546252
129, 22.552478, 1702546252
132, 24.367478, 1702546252
142, 25.517696, 1702546252
15, 14.675262, 1702546282
21, 16.825907, 1702546282
37, 18.064559, 1702546282
49, 19.233151, 1702546282
112, 19.358808, 1702546282
129, 22.365012, 1702546282
132, 24.257142, 1702546282
142, 25.346905, 1702546282
15, 14.473411, 1702546312
21, 16.797756, 1702546312
37, 18.309324, 1702546312
49, 19.374465, 1702546312
112, 19.536685, 1702546312
129, 22.601649, 1702546312
132, 24.052861, 1702546312
142, 25.322940, 1702546312
15, 14.683570, 1702546342
21, 16.931219, 1702546342
37, 18.380600, 1702546342
49, 19.516476, 1702546342
112, 19.603117, 1702546342
